duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
34,2,70,1,8077,1437,1,1,0,1,1,1,1,1,0,8,0,2,1,5,1,0,57,8,0.07709211061385957,0.1819924543696615,0.6019181635627333,0.1084945877293012,0.6407991425273929,0.7176172409816634,0.06884963357293017,65,57,0.6294075375951181,0.9380384084227099,0.6618760655867469,0.7436988540894441,0.053187816754422856,0.32222371300105257,0.9771998699671478,0.13090528653654032,1
45,1,70,2,7090,5315,1,1,0,1,6,1,6,1,1,2,8,4,0,4,1,1,72,4,0.2997365848109901,0.10035213652072872,0.8058169985128331,0.9416071537720924,0.5926147295358623,0.827308974823778,0.43172928140180844,91,85,0.8037331067503447,0.9757547520676796,0.8922422968555904,0.5555511785602906,0.9502931122742703,0.006023937286034786,0.5745891214264792,0.827593257990475,1
624,2,45,2,2747,8608,1,0,0,0,2,1,4,0,1,8,5,1,4,2,0,1,22,27,0.9910069031723236,0.8152347076535744,0.4471529533501941,0.6574923658110731,0.03160134390738545,0.9363724693133735,0.4350185431583111,73,15,0.8158483885518296,0.7634714958317151,0.9524926406137116,0.2015873934970247,0.9093978322964489,0.43518164866409104,0.7480062978025511,0.7912339175634583,0
920,3,70,3,1517,7423,1,1,1,1,7,1,2,0,0,1,5,2,7,9,1,0,48,31,0.9599936598291913,0.28825854375261195,0.5692569659455153,0.9451431855577321,0.983115326202243,0.7890132855529357,0.5540776636106647,95,72,0.7325603372297523,0.6468238634147726,0.2905486610826665,0.31811554584253143,0.5757070131699977,0.0006557641060551678,0.9244517663684475,0.3787279457208077,1
173,2,45,3,5314,2453,0,1,1,0,3,1,5,0,1,5,3,0,0,7,0,1,25,88,0.08170225659615515,0.22258040658887124,0.6352743115748626,0.26563950214968846,0.6878576583120047,0.41466595489669467,0.3625948363112549,34,23,0.2657816326336062,0.7655655393628138,0.5321858483185651,0.8696782172953957,0.810297812931781,0.43600583784457836,0.7919899296013367,0.10563602540670536,1
91,3,70,3,1955,2215,1,1,0,0,4,1,4,1,1,4,5,3,0,4,0,1,46,5,0.4037200653411791,0.4595786320208216,0.46723258303332893,0.4079528834813335,0.8616775728366186,0.1112855237500856,0.8997160718539948,20,53,0.06589061684234299,0.08608388840698356,0.2386772130921747,0.49261791137236943,0.045920154512757105,0.20404503808844832,0.9962755019245173,0.9056977522675832,0
607,2,45,3,7031,4510,0,0,0,0,2,0,0,0,0,3,3,2,2,1,0,0,49,76,0.5053168369716456,0.6687824236928045,0.19290291197601617,0.01332548224806629,0.2385007262464286,0.39819370168127555,0.21897202754744027,93,55,0.15722583333587203,0.3323953789740357,0.034160531752557954,0.2951030419072973,0.8212457230656587,0.8435237938622347,0.07037756134823836,0.28335021305294805,1
919,2,45,3,1773,9848,0,1,1,0,2,1,0,1,0,0,4,1,1,8,1,1,89,96,0.45684607960566936,0.030440611511005522,0.455520754285056,0.04493200649539608,0.2889947686063645,0.7339729774741063,0.994101914606993,65,11,0.29467267374622563,0.8975682226004019,0.9653517558225723,0.5405448070020216,0.5380502077603355,0.5302832809804745,0.6338901378283885,0.7001672740104303,1
444,1,45,2,6662,4084,1,0,1,1,9,1,6,1,0,2,4,7,4,0,0,0,87,79,0.5000902906120119,0.7219761430839172,0.5153510284014069,0.12005485305791153,0.11262716098822234,0.6939799123402928,0.14236959297816176,88,36,0.7343027955838006,0.954792818089424,0.9797434401725307,0.2458444734425096,0.7930355779252704,0.17607210524067773,0.4547579911688192,0.7805474043276105,1
247,3,70,2,64,365,1,1,1,1,8,0,6,1,1,6,8,9,1,3,0,0,35,24,0.14455166476760162,0.5029511999260303,0.5410039717970668,0.42852015532896903,0.1468892249538124,0.5575700515419626,0.20925141432089966,46,3,0.9803931834137976,0.6498454158241642,0.10940695403804113,0.5566123920733842,0.6247764103456745,0.01911465166613291,0.13929146805150705,0.7258164300593201,0
358,1,70,1,3663,6351,1,1,0,0,2,0,4,0,0,4,6,0,9,4,0,1,67,86,0.9859662930485631,0.04070375458904596,0.2815173825977446,0.5529515714705767,0.7053295516923199,0.22171563662486382,0.3101243915057531,8,35,0.03813530959836642,0.8332148411065061,0.19168307639518423,0.6564144721316272,0.15761356400965953,0.7492325377064111,0.6471734194486579,0.7355972144082569,0
329,1,45,2,3128,1372,0,0,0,1,6,1,1,1,0,1,4,2,9,3,0,0,89,63,0.7566197707336096,0.12659947222062884,0.7687062447503885,0.15565863095140153,0.49176500776590615,0.06917569470788576,0.1569103831608717,36,20,0.05763628518117536,0.26629384159257374,0.6541128409834255,0.7296436117668607,0.11324520881748623,0.5526592887803101,0.13561535016482484,0.21211418985043806,0
286,2,45,2,6626,5988,1,0,1,0,9,0,6,1,1,9,2,6,4,2,0,0,9,34,0.12375745320971698,0.6714782609334033,0.1791082208127407,0.9925207836121404,0.5401234639409851,0.9171898732577268,0.29987374542850087,1,44,0.04565467572940807,0.40787029182174817,0.9034023588379112,0.6403032315032675,0.11823599941111318,0.0936766452169635,0.7404284434466046,0.8612420731534193,0
755,1,70,1,7891,4073,0,0,0,0,0,0,4,0,1,4,2,7,1,2,0,1,52,88,0.15716134632828072,0.6014106712117039,0.025151891121603986,0.04464023382429383,0.5859798381519274,0.13476921411832854,0.3777306352067167,20,98,0.20236776707848747,0.13324805173552035,0.27268360220592114,0.7230765090836244,0.41492968762723526,0.6154749869525724,0.6503414543418625,0.5490026716712495,1
898,1,70,4,6744,1391,1,0,1,1,6,0,4,0,1,0,5,3,5,0,1,0,48,64,0.9885289263572071,0.6418661023351442,0.6837592112615658,0.9526044402428465,0.6534884111746584,0.2974543140131821,0.1318754518064813,38,38,0.37148220781100605,0.597966312162845,0.5550505660447588,0.8811680370091968,0.49856198296408005,0.05242679589812649,0.7360633288837928,0.35736060342008324,0
710,1,45,4,690,365,1,0,1,0,8,0,7,1,1,8,4,4,4,4,0,0,82,12,0.5836346965459919,0.17284359912272595,0.5215498258726917,0.6385883788208458,0.5453441784299525,0.9702930375094351,0.7953767832971756,51,29,0.2602113309102341,0.8805367984773921,0.27576774453402586,0.22651914146094,0.8193173890649679,0.9265720541998764,0.9918251367042884,0.6491578507180379,1
458,1,70,3,4922,7752,1,0,0,1,5,1,8,1,1,9,5,7,4,1,1,1,44,89,0.5045949851288112,0.04186297485091328,0.7877292867761561,0.1557964876835829,0.09055769991591667,0.6790697908073532,0.2962424621029036,93,64,0.5485710055850272,0.556075566099985,0.8610809598006969,0.18372755172557886,0.7637454588746402,0.9020353657177829,0.6821779254067266,0.8756603229574914,1
976,1,55,1,1267,1158,1,0,1,0,6,1,2,1,0,9,9,4,1,7,1,1,47,58,0.07398340956308713,0.7164560532074764,0.2107980130622471,0.06474100369283331,0.6958956269335904,0.2597669375026629,0.5190177467014532,30,3,0.4260320190663254,0.7037540863137767,0.3173436960129581,0.30440745932438584,0.5584519232446444,0.908473193240495,0.7189864216119262,0.9756348880922037,0
692,2,70,2,9605,7288,1,1,0,0,4,1,8,1,1,0,3,8,3,7,1,1,87,33,0.8766094167705513,0.1599605243687987,0.44471057803096314,0.06482787516750066,0.7799184059942188,0.21937865579038063,0.9911268898454882,90,29,0.16176480714953823,0.7822089541025443,0.6308017857633733,0.07095194537937854,0.6652273304093499,0.7072568954264086,0.008384889664094675,0.8811146993968411,1
440,3,70,3,4968,7531,0,0,1,1,7,0,5,1,0,8,3,4,1,8,1,0,42,15,0.8080738496512981,0.45945909414471375,0.4871018895120036,0.5303349050964381,0.4797136963831793,0.01835910084186554,0.5610247615303304,56,25,0.44987202849855035,0.023963615490318002,0.3076653632835967,0.6301137868984155,0.4854101568745154,0.20798959764347325,0.9256706145020339,0.3282148504523009,1
681,3,55,2,6913,3654,1,1,1,0,0,1,7,0,1,5,1,8,2,4,1,0,37,80,0.6061264233918402,0.24154116496346933,0.08348929653321446,0.27023237019923907,0.3991780134022559,0.7383376511869832,0.9560657150629008,2,59,0.15886660826977583,0.7200343029144056,0.3120825929560963,0.045930202434345535,0.16884537115094733,0.14008052179859098,0.7828920523665794,0.9439498520084795,0
826,2,70,4,9651,3758,0,1,1,1,6,1,1,1,0,0,5,9,7,5,0,0,53,44,0.2865610506880979,0.03440047231485677,0.14308738930599696,0.7726314980302896,0.1988098827161051,0.5825605901610269,0.7470287641771903,83,37,0.44078917815347907,0.09090929430323647,0.6483063298876467,0.8429680062760986,0.7753801583225417,0.06846114403627368,0.6473432632563835,0.6013226527086736,1
646,3,70,2,5248,9422,0,1,0,1,0,1,8,0,0,4,4,1,0,6,0,1,18,69,0.4263675255713377,0.8879321592298712,0.10753284972025923,0.6120332456236769,0.3995761107640091,0.4278178423593567,0.44968610789617214,67,65,0.9020643737843017,0.5425577435521475,0.12218583350308365,0.8609289447519585,0.6894212804820217,0.861437823578996,0.892261749364862,0.7562556753104661,1
538,2,45,4,7982,7085,0,1,1,0,8,0,1,1,0,5,9,8,8,8,1,1,94,46,0.38187138579093427,0.2545476515966103,0.014437409675443935,0.6362020253198549,0.1624733386446111,0.7118415305311664,0.9248425477501804,25,39,0.7749973911433865,0.3105826589913059,0.056302949450260376,0.07332413492363354,0.05546562470119032,0.9220590619783151,0.742872539926579,0.06406546128889112,1
403,3,45,1,8025,4018,0,0,1,1,8,1,0,0,0,7,3,6,6,9,0,1,83,11,0.8974016654549772,0.004513742784634456,0.002330688165961936,0.02504768165956539,0.22767310525344542,0.14481744098180682,0.29182881004226635,43,43,0.066773185571396,0.652325255956755,0.6082074976060448,0.8916948033193611,0.9563974976958917,0.32872988649317725,0.7377580971425955,0.18318844395693656,0
713,1,55,3,2676,20,0,1,0,0,3,1,3,1,1,0,1,5,6,7,0,0,26,84,0.35194175112877635,0.04151759442056646,0.001498358509618436,0.21624746863377664,0.6252891451158712,0.11604885483435734,0.3423876209328679,6,20,0.14716064306983934,0.7615439178886537,0.6567078348557305,0.35345570157552564,0.5053233239286745,0.7357169508671865,0.8037460097056892,0.3283763387189219,0
879,3,70,4,9245,6373,1,0,1,0,1,0,5,0,1,6,4,7,5,5,1,1,54,28,0.7682030440587625,0.9345042426176666,0.6129530309918279,0.9965827309942419,0.37566157379018916,0.37298213805786584,0.2431852870338297,50,9,0.559421970974272,0.42772737037591,0.6885115478548604,0.4608940629103825,0.7472310205735175,0.7947004992164894,0.0024357322101425938,0.6023279900722764,0
239,1,70,4,9556,195,1,0,0,0,7,1,5,1,0,6,4,6,6,5,0,1,22,44,0.2983724578562851,0.3754723309133706,0.6364459695658924,0.6752019250068504,0.42805668686310416,0.9555417399220613,0.8008448954390889,81,32,0.6557615783580649,0.1676218882449073,0.8570041465314785,0.16937340222688657,0.7763646511067046,0.6228882725865461,0.7787157382811553,0.15214695897403396,0
835,3,55,3,3344,6588,1,0,0,1,7,1,1,1,1,9,0,2,2,0,0,0,48,38,0.42096551649817127,0.3288337410767105,0.3034888819536984,0.15957149261268921,0.7432222298257258,0.949351438450691,0.32365534718260214,53,23,0.022591024531123605,0.9108057086526735,0.40446897505687673,0.3186007822215827,0.5231467482466434,0.19137873068738764,0.08131826318032997,0.23256493372717169,1
508,2,70,1,1410,4517,0,1,1,0,8,0,9,0,0,7,7,7,4,7,0,1,95,15,0.8862411047552889,0.18072263929308252,0.6414577026025897,0.8580044018794691,0.38525128109767337,0.6811941281110008,0.4369874730718124,56,45,0.5775867134026742,0.8216217926028515,0.11527264881104693,0.5718680673602575,0.08147198066763028,0.7487206095578877,0.39148687593941656,0.07151675779498923,0
142,3,55,1,1334,5193,0,1,0,0,8,1,1,0,1,6,8,4,5,0,1,1,41,90,0.3075897016580923,0.104340818808771,0.11509811776293921,0.5298903430941698,0.03193118507416304,0.2568603342968153,0.9817081551518979,75,74,0.33550370048137723,0.0015656565340816941,0.8637022080722538,0.7207211617627627,0.9890806463656113,0.9816602408867066,0.328174117210172,0.5159529857106095,1
43,3,55,3,1876,2146,1,0,1,1,2,1,8,1,1,2,3,6,9,6,1,1,37,50,0.49815262616342615,0.8667008239235738,0.541069993465103,0.73081025774077,0.5386860291645922,0.24183672583238724,0.32710078954887356,82,43,0.6206123814874082,0.7531567686809924,0.9834118433166584,0.8624917637792068,0.3281795108167952,0.05410778753915679,0.21672273000536013,0.2555079423739346,1
828,3,70,2,5787,5771,1,0,0,1,6,0,8,0,1,5,1,1,8,5,0,1,30,73,0.09605022171440047,0.9126451974386985,0.7187492314021944,0.6377055769706742,0.8899445397504528,0.8883166867405801,0.5795835024574653,47,59,0.6618183263379545,0.22198614404988637,0.7900690871735044,0.6689843709981607,0.3392398332173374,0.01007297273340435,0.8742239734919998,0.41221026724702636,0
628,2,55,4,6310,5933,0,0,1,1,9,0,3,0,1,5,3,0,6,9,0,0,55,88,0.7921271018881741,0.03606695527727821,0.9516533360843304,0.7601611831637053,0.03494929261773905,0.8777643632163322,0.47968317578550423,65,37,0.8191440624906616,0.887958183901774,0.3395817814025126,0.5356235459975445,0.765603442006396,0.4885989919341661,0.5143136403419297,0.8584593866754594,0
210,1,45,4,8712,7848,1,0,1,1,2,0,0,0,1,2,4,2,9,9,0,1,80,23,0.6947419475869848,0.7447126078430795,0.34861835634243976,0.2969394867916123,0.6752300841729824,0.16102948787166005,0.4143568847611985,86,26,0.08105789891570414,0.8230721481902621,0.06192218976794073,0.4445148505365235,0.6926545785425187,0.7262767281350063,0.7170646709005664,0.0693978883953521,0
243,1,55,4,6364,144,1,0,1,1,7,1,0,1,1,9,3,7,4,7,0,1,27,25,0.1939835672611675,0.6316984708053719,0.2859821408715959,0.6281266100597299,0.34227909764732767,0.9686744248670599,0.6142898726504593,76,29,0.11224469787115365,0.9742118224666529,0.8099436807761972,0.9710384782567465,0.3098783249080309,0.33013944406546947,0.2413861725643074,0.6450396590540163,1
540,1,45,4,5911,1034,0,0,0,1,7,0,0,1,0,6,2,5,1,5,1,1,69,34,0.8914974929964107,0.01190681290276574,0.1210932399934509,0.8142329684852769,0.22397432294622976,0.2485482128438805,0.7902878707000859,29,37,0.4470307285399304,0.4506673133569842,0.8909726698661521,0.34839674239632346,0.45063296211613535,0.9189032686762674,0.441856733858912,0.18788741929062414,0
777,2,45,1,9790,4519,1,0,1,0,5,1,6,0,0,0,5,6,7,1,1,1,86,87,0.940925914151343,0.06271308724049174,0.8793754121604039,0.7034221865188495,0.8759790718018877,0.5402989777454935,0.2367816534804772,29,9,0.7907034040091367,0.8597081390561394,0.2640619765042753,0.5741691767861608,0.044485342138982586,0.7967764316051485,0.9581527041321648,0.9022993660269292,1
593,2,45,3,6964,1975,1,0,0,0,8,1,2,1,1,9,8,9,6,8,1,1,87,2,0.756360400016145,0.7844464891719257,0.37996110060769883,0.673621876108737,0.9826788394510436,0.023704965963259994,0.49646853848353634,66,78,0.9493528760018378,0.9805658210495644,0.6126224442463056,0.30968227416590965,0.10545567125986799,0.720050199826944,0.7910691817696586,0.1547522621805303,1
19,3,70,3,3095,5735,1,1,1,0,0,0,4,1,0,5,6,1,3,0,0,1,52,15,0.42858674062926505,0.8287237928935762,0.20807108789918827,0.13624988864531673,0.7125892572192624,0.7353740215632365,0.04916859105232507,50,67,0.8590065385086989,0.8318301879011151,0.694052739731096,0.7259133646000835,0.6073999737275563,0.7065386777420795,0.11374294809266039,0.41281481894723315,0
920,2,55,1,6357,53,1,0,1,0,9,0,0,1,0,4,4,2,0,9,1,1,66,17,0.18699731965905275,0.28874831215558106,0.03555227844932418,0.7768022409660503,0.3558805527152392,0.01489794541812639,0.1115916883498399,27,4,0.267859746206518,0.42210308288248144,0.9542237838511075,0.9017442545384857,0.7523584604989106,0.5025511782915445,0.8318552153174703,0.2267817953344209,0
106,1,55,4,6955,6838,0,1,1,0,5,1,2,1,1,2,5,1,0,3,1,0,69,49,0.8016145885760833,0.17677553558552317,0.9810694434566215,0.09498191166511205,0.13988684586813604,0.25336996747175466,0.3753978733347716,34,5,0.6082846753098913,0.9321624976858185,0.2925661337211002,0.009631979419763792,0.048486793953623764,0.7299214253833994,0.4539055876714987,0.2691698120556608,1
667,2,45,4,5154,6250,0,1,0,0,7,1,2,0,0,7,1,3,1,8,0,0,9,0,0.8027296002498178,0.5109444357469606,0.2759439070053641,0.849997139102602,0.7604076575727555,0.12596846089253255,0.6569381183164437,74,51,0.4743616327338137,0.49798036522735956,0.5014565194383311,0.721114095402709,0.8237533689398975,0.2194396236856464,0.8836290960227501,0.8952061068012304,0
240,3,55,2,7665,2860,1,0,0,0,5,1,6,1,1,3,9,4,5,2,1,0,99,80,0.5858949537955616,0.6533073201691821,0.7128201406444723,0.35311564303439225,0.40630598195933076,0.6053051882814774,0.8180423804361314,50,21,0.44436016079907636,0.2133398263083387,0.166612171638565,0.5361258885736352,0.7550003363651022,0.6693903576429908,0.65189475376649,0.002957289871311053,0
425,3,45,2,8174,2627,1,1,0,0,8,1,3,0,1,9,4,0,3,0,0,1,24,4,0.004657509026384066,0.9158528529775852,0.7588929286529373,0.8982457745571124,0.04069548724489447,0.6414475024032773,0.7775107304699631,33,53,0.32717198374378353,0.7543872506276059,0.1954062717421413,0.9502699226297311,0.8559895884354769,0.9041733832653212,0.8273518144141947,0.8741264335532929,0
518,1,70,4,1572,2062,1,0,1,1,3,1,4,1,0,3,3,4,3,6,0,0,25,42,0.5203488496077884,0.5959056576572094,0.45479957766964474,0.24350139577557273,0.8593614314036652,0.7511887944885278,0.7216950045732732,45,24,0.3174577739367882,0.7813980988096738,0.19477297857429,0.8708921599527758,0.2564841661084327,0.3231774771592165,0.7618664719252995,0.4482304475300538,1
570,1,55,1,8099,424,0,1,1,1,1,1,7,1,0,8,4,1,5,4,0,1,94,71,0.9329838379160642,0.8859431879951077,0.14022123549647014,0.6932496209628622,0.12864918564117733,0.735374396555637,0.9625173444068655,13,88,0.9219571083685077,0.033379751999892515,0.7876827911731046,0.9733135181149455,0.7716826565690987,0.16330536917057603,0.09127217509031815,0.8214584205077708,0
975,3,70,3,8285,4431,0,1,1,1,6,0,6,0,0,5,7,3,6,0,0,0,68,52,0.32599758820348546,0.09942740566149055,0.4689174070711962,0.9631331434378516,0.7055874140838208,0.979160532405537,0.5262308568829364,19,47,0.5912275576909767,0.07786139468133457,0.6594398635355001,0.0347207173747609,0.6565836617499808,0.7701880427444975,0.4871079784452591,0.41626573925487353,0
192,1,55,2,5098,454,1,0,1,0,5,1,2,0,1,4,4,2,6,8,0,1,29,23,0.1395002588137665,0.2874662496715781,0.12000263886802798,0.022609808655968178,0.8253070053589376,0.6271563761956165,0.4816234957419617,89,33,0.40048421373030696,0.6456068950363928,0.06609976461271105,0.9438667117812879,0.1608935249954756,0.603920737159915,0.2022814474393444,0.40869255548894046,1
642,2,70,3,8902,7928,1,0,0,1,0,1,2,1,0,4,5,3,7,2,1,1,8,28,0.9656341016766875,0.6934746229751104,0.41443393518378435,0.49864520691174496,0.43057840125271374,0.11716602792355224,0.03458746079971464,34,17,0.3941847596388667,0.3107321227523956,0.08393495144227736,0.6976452163013432,0.6751930895569686,0.2245760146263941,0.858210026413262,0.18993464721529862,0
792,3,55,2,4368,5311,0,1,1,1,8,1,6,1,1,6,7,6,7,5,1,0,87,40,0.8663018952417975,0.7915949205717339,0.5174328127095293,0.974609547902195,0.6994520874063771,0.7026350769812373,0.016774469292635596,15,72,0.1813332362843938,0.06809134252045279,0.966426800939489,0.16339848255382294,0.007767873231370959,0.8282644222311151,0.5054674533788767,0.7517090197100248,0
747,1,45,1,8275,1395,0,0,0,1,9,0,7,1,1,0,2,9,0,9,0,1,78,50,0.7503726194197419,0.6798680010225566,0.9239011854850084,0.8700455992534895,0.19193838545766717,0.5156173655327929,0.9389972590140527,58,13,0.8839620356053196,0.4872158833510839,0.6277904787532749,0.013278506667235956,0.05470350214868969,0.6849843540034259,0.004486239958841787,0.47311278512798005,0
932,3,45,2,1172,3242,0,1,1,1,1,0,9,0,0,4,6,2,0,6,1,0,81,81,0.6077296137292658,0.3594905662298139,0.6505320263796499,0.029774158539587536,0.5836751099895583,0.9377178240084373,0.11415780974270462,69,20,0.35879314550485875,0.818618653249448,0.12502325972904582,0.016660224857088624,0.38975453686077177,0.9642545702084042,0.032679697940023344,0.3408035706128286,0
7,2,70,2,3391,5838,0,0,0,0,1,0,7,0,1,6,6,6,1,2,1,0,98,19,0.41813378359493525,0.9833422044348703,0.8443184017556119,0.5470225104422408,0.5296488445190921,0.9793009044941926,0.062323010163565895,66,53,0.41134337700921886,0.009854898146894109,0.7271530828753452,0.8479066221875556,0.11190035445958146,0.6533049129022956,0.403772078859724,0.539405947125862,1
885,3,70,1,3392,1208,0,0,0,0,8,0,3,1,0,8,9,5,6,3,1,1,19,41,0.7078232082969743,0.938634071023934,0.2892421529611372,0.36739846622124184,0.35783756107746945,0.22256709371861427,0.7991318173682729,70,41,0.003170755110564527,0.6967243933503079,0.9254737348453462,0.4807084678878766,0.5660225274065225,0.20411099782553244,0.589005028822858,0.7330635791884816,0
379,2,55,1,8332,5825,1,1,0,1,5,0,5,0,1,0,0,1,3,2,1,0,11,94,0.8561431170156037,0.7421840620650489,0.22655390114353935,0.2775050864565094,0.9991041858358672,0.9571025190774425,0.08533471088608269,23,82,0.21897044593400405,0.2187436691885477,0.18924395196401256,0.7462661271859368,0.7906644703303344,0.14600354398442794,0.8538113075094559,0.2719002554698964,1
811,1,45,3,4486,4452,0,1,1,0,0,0,0,1,0,1,1,3,1,2,1,1,1,24,0.6224485022559062,0.9181615157144751,0.0927109115903848,0.7194743924507219,0.10460554496475505,0.4507473465684445,0.4171060657605907,27,64,0.3574967062850709,0.9439177364117527,0.6170145900860495,0.9230117281471265,0.41171781588597456,0.10115736318908686,0.33718022007991044,0.34080149341856525,0
136,3,55,4,8101,1280,1,0,0,0,4,1,3,0,1,9,4,7,7,5,0,0,82,64,0.4079444042660202,0.6441257546934067,0.32067428311765955,0.36440095350459767,0.7553274509687372,0.7989394341193606,0.7483700774112133,93,11,0.9609370809321063,0.260594817266355,0.6163186883401064,0.9119161202077111,0.8275535541423897,0.5230740871472849,0.44595508408014295,0.5362225750660716,0
234,1,55,2,5985,568,0,1,1,0,6,1,8,0,1,8,9,6,5,7,0,1,67,63,0.1967699067474683,0.7801209506627979,0.8275900509877724,0.7788501552602416,0.05323229577417132,0.24094309342062836,0.8784678226113182,9,80,0.9135513338856129,0.593382947383167,0.3709643461897414,0.848369275201429,0.978857148431487,0.5787231495802526,0.20537944377703976,0.4579608955339586,0
913,1,55,4,8241,9249,0,0,0,1,4,1,0,1,0,4,3,1,1,6,0,0,18,18,0.868140711380417,0.22631054521354232,0.21925751653288483,0.13534210781789868,0.26572130109773406,0.6104822343113393,0.5928550510222739,31,42,0.2945003546250685,0.6688352558357986,0.39844133626139644,0.0593977124478422,0.5355030559254206,0.245506417613215,0.5745200268919133,0.6514474012930528,1
817,1,55,3,819,6304,1,0,1,1,5,0,1,1,0,6,0,2,8,1,0,0,59,3,0.7618005853722135,0.7848267525324183,0.4861418882770788,0.1721689363512131,0.9001656406198726,0.6588427749940697,0.15536204658357433,14,79,0.8151363570017466,0.9523070516458618,0.4759243016439897,0.29728920905477885,0.4221463188633525,0.4438401463619547,0.7327501521111,0.3572223808827868,0
569,1,70,4,8348,9027,0,0,1,1,9,1,7,0,0,0,1,7,0,6,0,0,27,72,0.2529647014114702,0.379950971269729,0.9927249700591784,0.33551347926888464,0.12538441633177777,0.7167801111962708,0.2571858348534912,58,37,0.7483744058441998,0.8893762676791249,0.786725229950465,0.92045960699651,0.41665632381901274,0.6346761467999998,0.9985546136447135,0.9398347722592549,1
214,1,55,3,5364,4175,1,1,0,0,9,1,9,1,0,4,7,4,7,5,1,0,53,79,0.8408086317427894,0.3478565607277351,0.17400671854073524,0.2533618547497365,0.5185955874802751,0.6220126594720193,0.08597786188944279,32,80,0.29130924606365405,0.964234154367149,0.18646172329217692,0.4910310735995155,0.3747780151003193,0.2527764946367207,0.03929574299569605,0.35793705473872894,1
406,3,55,4,2395,3547,1,1,1,1,8,0,1,0,0,5,2,4,7,4,0,0,39,5,0.692094280501761,0.8562706394122896,0.6075765359573486,0.7009928641316866,0.5498289645960369,0.32429189082570553,0.41528219060581417,26,25,0.6796210735811008,0.3983785157843912,0.404070786927875,0.39831527168535985,0.9579826350336191,0.49887284039529256,0.12176078934541423,0.11234618254701179,1
188,2,70,2,841,4784,1,0,0,0,4,1,6,1,0,8,0,4,1,6,1,0,88,15,0.5142405125984182,0.6888737502381008,0.22707443049814258,0.10505908389021024,0.9090948835574131,0.1802688548028356,0.784076334782924,95,33,0.3542430168431502,0.8619983756682672,0.9725111468806016,0.3692855805332953,0.2264242421483036,0.8431647132534258,0.5641719058676048,0.558045414608977,1
250,1,45,1,8747,2194,1,0,0,1,9,0,7,1,1,2,2,5,2,4,1,1,18,92,0.7232362877445637,0.5036100480011508,0.21443485993304656,0.9812616486751659,0.9513112560865031,0.5554470627988176,0.9977520102114041,95,35,0.8787745735717025,0.428284467601335,0.6521997267268774,0.5938596827283277,0.19732903525185252,0.8315789666654588,0.7649968744388568,0.6321545969786625,0
628,1,45,4,2510,1483,0,0,1,1,0,0,6,1,0,2,8,5,4,7,1,0,81,61,0.8550251121888836,0.5603831813968687,0.2208194751138327,0.8699356626672596,0.06930612858858165,0.13619801666142495,0.45703033921469804,27,22,0.5076059888430139,0.010357315523607746,0.9181747514040022,0.647828036477598,0.5038595902483127,0.592586721163846,0.6129914337474144,0.0705141701850075,0
126,3,45,3,6743,1703,0,0,1,1,9,1,1,1,1,4,9,9,0,1,1,1,78,24,0.6839533245687114,0.9390366205459495,0.40551618532623945,0.7086219886351786,0.4445097297386069,0.5709178415115436,0.5045388819741534,45,43,0.5412664011200811,0.14463975302972298,0.9066302352019673,0.5576162141538585,0.40621880956843515,0.5442585618125511,0.31073587768902955,0.7892521496761675,1
83,3,45,4,6943,615,1,0,0,1,6,0,1,1,1,1,0,4,4,3,0,1,16,18,0.7906877217365165,0.5369055415177737,0.30083356563794217,0.7837164907679508,0.9130640029841809,0.98294228149612,0.24491588012778664,84,89,0.19285260646654812,0.7731536964026957,0.914760146678542,0.35157247603076347,0.8396705375867901,0.6801397773619046,0.9735886060431902,0.7538169300885004,0
637,2,45,4,1190,1110,1,0,0,1,6,0,8,1,1,4,2,4,0,6,1,1,0,54,0.30741342462911636,0.4659182279657479,0.5804611130054972,0.05537440967332319,0.08233830603433123,0.4465846908331581,0.23219326095530646,85,60,0.844811937792797,0.20865705026841697,0.7369519888380003,0.32485330931778666,0.5626113465965904,0.6270588006059664,0.9129806535373779,0.166534837017833,0
821,2,45,4,6841,5056,0,0,0,1,3,1,9,1,1,4,6,3,2,3,0,0,13,47,0.16791259678667336,0.005866367251481153,0.14624068577911986,0.4117382541141057,0.8904033107658623,0.04278676949961946,0.9279246952437393,22,42,0.6434693169074494,0.5033433005544881,0.35497247340673543,0.6787165305654499,0.7744518403838593,0.9957334396172849,0.39867127880722575,0.8874586051398767,1
104,1,45,4,2458,1590,1,0,0,0,3,1,8,1,0,1,2,2,8,2,0,1,78,35,0.09031101934859764,0.22584555932491002,0.5869513525095309,0.16329039476373686,0.6657589853617757,0.02382679792382958,0.7519157211804104,72,68,0.4216803656795354,0.09095587425006624,0.1614725592306161,0.009214685841406611,0.740756198963923,0.8207550139160011,0.5753663737630982,0.18040839073239234,1
